StaffId;Executive;Manager;Coach;Scout;Trainer;Off Pref;Phy Pref;Line Matching;Goalie Handling;Favor Veterans;Innovation;Loyalty;Coaching G;Coaching Defense;Coaching Forwards;Coaching Prospects;Def Skills;Off Skills;Phy Training;Player Management;Motivation;Discipline;Negotiating;Self-Preservation;Tactics;Ingame Tactics;Trainer Skill;Evaluate Abilities;Evaluate Potential
2839;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Prefers Prospects;Balanced;Balanced;5;13;9;11;10;10;10;11;8;9;10;10;8;8;0;;10;11
2840;10;10;20;20;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;8;5;15;10;10;10;5;10;10;5;10;10;10;0;;10;13
2841;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;15;10;10;10;0;;10;10
2842;10;10;15;20;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;;7;11
2843;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;12;13;11;12;10;12;11;11;10;11;10;10;0;;10;12
2844;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;7;7;15;10;10;10;10;10;10;10;10;10;10;0;;10;10
2845;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;12;7;11;12;11;12;10;10;10;10;10;10;10;0;;8;7
2846;10;10;20;20;1;Standard;Balanced;Passive;Conservative;Prefers Prospects;Conservative;Loyal;5;10;14;12;7;10;9;9;10;10;14;10;10;10;0;;9;14
2847;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;6;9;10;13;12;15;7;10;10;14;10;10;10;0;;11;8
2848;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;10;10;10;10;10;11;10;10;10;10;10;10;0;;10;10
2849;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;10;14;13;7;14;14;10;10;10;10;10;10;0;;10;13
2850;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;8;6;9;10;10;10;10;10;10;10;10;10;10;0;;10;10
2851;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;9;12;15;8;7;6;11;10;10;10;10;10;10;0;;11;12
2852;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;9;10;7;6;10;14;8;10;10;10;10;10;10;0;;10;11
2853;10;10;20;20;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;11;7;7;12;10;10;10;10;10;10;10;0;;10;10
2854;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;13;13;12;12;10;10;10;10;10;10;10;10;0;;12;13
2855;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;7;10;6;10;8;13;13;10;10;7;10;10;10;0;;11;9
2856;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;8;11;6;9;11;11;14;10;10;13;10;9;10;0;;11;9
2857;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;5;9;11;11;10;6;11;10;10;13;10;10;10;0;;11;8
2858;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;10;6;8;8;8;11;10;10;6;10;10;10;0;;10;8
2859;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;3;4;12;8;9;7;7;10;10;15;10;10;10;0;;13;6
2860;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;14;6;12;7;15;11;9;10;10;7;10;12;11;0;;12;9
2861;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;13;12;14;11;10;12;14;10;10;7;10;10;10;0;;8;13
2862;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;6;6;12;10;10;10;10;10;10;10;10;10;10;0;;10;10
2863;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;9;8;7;7;9;9;7;10;10;6;10;10;10;0;;9;10
2864;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;8;11;10;6;14;6;8;10;10;10;10;10;10;0;;6;6
2865;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;5;5;14;10;10;10;13;11;10;5;10;12;11;0;;10;10
2866;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;12;5;7;10;10;10;5;10;10;5;10;10;10;0;;5;5
2867;20;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;7;7;15;10;8;11;7;10;10;13;10;10;10;0;;13;7
2868;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;8;10;10;9;10;10;10;0;;1;1
2869;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;4;8;7;10;10;10;5;10;10;5;10;10;10;0;;1;1
2870;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;7;11;11;10;10;10;7;10;10;5;10;10;10;0;;10;10
2871;10;10;20;20;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;1;1;5;10;10;10;5;10;10;5;10;10;10;0;;1;1
2872;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;7;10;10;8;10;10;10;0;;1;1
2873;20;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;8;10;10;12;10;10;10;0;;1;1
2874;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;9;5;7;10;10;10;11;10;10;5;10;10;10;0;;9;9
2875;10;10;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;11;7;4;10;10;10;5;10;10;5;10;10;10;0;;10;10
2876;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;6;7;9;10;12;14;8;10;10;15;10;10;10;0;;6;8
2877;10;10;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;6;1;7;10;10;10;5;10;10;5;10;10;10;0;;1;1
2878;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;3;6;8;10;10;10;7;10;10;5;10;10;10;0;;1;1
2879;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;7;10;10;6;11;12;10;10;14;10;10;10;0;;8;11
2880;20;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;9;10;10;7;10;10;10;0;;1;1
2881;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;9;14;7;6;14;10;13;10;10;14;10;13;13;0;;7;14
2882;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;12;13;14;14;14;12;15;10;10;14;10;10;10;0;;12;13
2883;10;10;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;14;11;12;6;8;11;7;10;10;10;10;10;10;0;;11;7
2884;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;8;11;10;13;15;15;7;10;10;13;10;10;10;0;;12;13
2885;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;8;7;13;8;6;8;10;10;9;10;10;10;0;;8;9
2886;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;6;7;6;11;12;14;10;10;13;10;10;10;0;;10;8
2887;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;11;7;7;10;10;10;13;10;10;7;10;10;10;0;;1;1
2888;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;6;10;8;10;10;10;8;10;10;5;10;10;10;0;;10;10
2889;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;9;14;7;9;11;9;14;10;10;9;10;10;10;0;;13;15
2890;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Prefers Veterans;Balanced;Balanced;5;8;12;9;10;10;10;13;10;10;5;10;10;10;0;;6;8
2891;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;4;2;8;10;10;10;5;10;10;5;10;10;10;0;;1;1
2892;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;12;11;10;10;14;12;10;10;5;10;10;10;0;;10;12
2893;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;11;12;7;7;10;14;8;10;10;13;10;10;10;0;;10;7
2894;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;10;9;14;8;13;8;10;10;10;7;10;10;10;0;;15;9
2895;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;12;7;7;11;8;9;12;10;10;12;10;10;10;0;;12;8
2896;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;12;6;6;6;14;12;14;10;10;14;10;10;10;0;;14;14
2897;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;6;13;8;12;11;8;7;10;10;8;10;10;10;0;;11;8
2898;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;7;10;7;11;11;14;11;10;10;15;10;10;10;0;;13;6
2899;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;10;12;10;10;12;10;10;10;15;10;10;10;0;;13;15
2900;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;13;12;12;10;11;10;10;10;10;10;10;0;;12;12
2901;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;14;7;7;9;14;6;8;10;10;11;10;10;10;0;;12;9
2902;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;12;11;11;10;10;10;9;10;10;8;10;11;11;0;;13;13
2903;10;10;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;9;12;13;10;10;10;12;10;10;8;10;10;10;0;;11;7
2904;20;20;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;9;12;8;11;11;10;10;10;10;13;10;10;10;0;;1;1
2905;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;6;5;10;10;10;8;10;10;11;10;10;10;0;;1;1
2906;10;10;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;5;8;10;10;10;9;10;10;8;10;10;10;0;;1;1
2907;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;5;4;10;10;10;10;13;10;10;9;10;10;10;0;;1;1
2908;20;20;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;12;11;10;10;10;10;12;10;10;7;10;10;10;0;;1;1
2909;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;5;8;6;10;10;10;7;10;10;8;10;10;10;0;;10;10
2910;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;5;7;12;10;10;10;7;10;10;5;10;10;10;0;;1;1
2911;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;9;6;10;10;10;14;10;10;9;10;10;10;0;;1;1
2912;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;13;14;7;7;7;10;10;10;9;10;13;12;0;;13;10
2913;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;13;10;12;7;10;7;13;10;10;12;10;10;10;0;;14;14
2914;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;13;6;6;12;12;8;14;10;10;9;10;10;10;0;;11;13
2915;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;10;14;8;10;13;10;8;10;10;7;10;10;10;0;;7;8
2916;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;12;11;10;12;8;9;10;10;13;10;10;10;0;;10;15
2917;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;12;10;15;12;6;11;6;10;10;14;10;10;10;0;;9;13
2918;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;8;11;8;8;8;7;10;10;10;9;10;10;10;0;;7;7
2919;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;12;11;11;12;10;12;10;10;10;10;12;10;0;;11;13
2920;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;13;6;6;7;12;14;10;10;7;10;10;10;0;;12;9
2921;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;9;6;6;14;9;13;8;10;10;10;10;10;10;0;;12;11
2922;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;13;13;10;12;10;10;10;10;7;10;10;10;0;;9;11
2923;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;13;6;6;12;8;15;10;10;14;10;10;10;0;;10;15
2924;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;7;5;11;12;11;13;10;10;10;15;10;10;10;0;;10;12
2925;20;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;10;12;13;6;8;12;10;10;13;10;10;10;0;;11;8
2926;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;9;12;10;9;9;6;10;10;10;9;10;10;10;0;;13;7
2927;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;9;14;9;9;9;6;9;10;10;14;10;10;10;0;;14;11
2928;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;11;13;12;12;12;10;13;10;10;9;10;10;10;0;;8;14
2929;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;12;9;6;9;12;12;10;10;10;9;10;10;10;0;;10;8
2930;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;5;5;11;14;10;9;15;10;10;6;10;10;10;0;;9;11
2931;10;10;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;15;10;10;10;9;10;10;9;10;10;10;0;;1;1
2932;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;9;10;6;10;10;10;8;10;10;13;10;10;10;0;;1;1
2933;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;13;13;8;8;11;8;10;10;6;10;11;11;0;;13;10
2934;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;13;14;13;10;10;10;10;10;10;10;10;10;0;;12;12
2935;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;10;6;14;7;10;6;12;10;10;13;10;10;10;0;;12;8
2936;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;13;6;9;11;6;13;7;10;10;8;10;10;10;0;;9;11
2937;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;7;5;13;10;11;9;7;10;10;10;10;10;10;0;;10;10
2938;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;11;13;12;10;10;10;12;10;10;10;10;12;11;0;;10;10
2939;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;9;6;8;8;13;13;6;10;10;11;10;10;10;0;;9;7
2940;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;4;7;6;10;10;10;7;10;10;8;10;10;10;0;;1;1
2941;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;9;12;9;9;9;9;6;10;10;13;10;10;10;0;;8;10
2942;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;11;12;10;10;10;10;12;10;10;10;0;;12;12
2943;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;11;8;7;12;9;11;7;10;10;11;10;10;10;0;;8;10
2944;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;14;10;8;11;13;13;9;10;10;11;10;10;10;0;;9;7
2945;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;11;7;9;11;8;9;14;10;10;8;10;10;10;0;;11;6
2946;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;14;7;12;11;10;6;12;10;10;12;10;10;10;0;;12;8
2947;20;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;8;10;10;13;10;10;10;0;;1;1
2948;10;10;20;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;10;14;11;11;10;10;10;10;10;10;0;;12;11
2949;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;13;8;12;12;11;10;11;10;10;10;10;10;10;0;;11;11
2950;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;12;8;14;10;7;13;11;10;10;8;10;10;10;0;;12;10
2951;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;12;13;10;12;12;15;10;10;6;10;10;10;0;;13;9
2952;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;12;15;7;11;6;12;15;10;10;15;10;10;10;0;;11;12
2953;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;6;15;10;6;11;14;10;10;11;10;10;10;0;;10;13
2954;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;8;7;11;8;15;12;11;10;10;13;10;10;10;0;;10;8
2955;20;15;5;5;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;7;12;9;11;14;9;6;10;10;10;10;10;10;0;;12;9
2956;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;13;8;12;10;10;10;5;11;10;5;10;11;11;0;;11;10
2957;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;8;12;11;11;7;12;10;10;13;10;10;10;0;;7;10
2958;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;12;6;6;6;8;10;10;10;11;10;10;10;0;;15;7
2959;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;13;10;10;13;6;6;10;10;10;15;10;10;10;0;;14;15
2960;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;9;13;12;7;12;11;10;10;10;13;10;10;10;0;;12;9
2961;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;8;13;9;14;10;14;10;10;10;9;10;10;10;0;;8;15
2962;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;9;11;11;10;10;10;10;10;10;10;10;10;10;0;;10;10
2963;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;10;11;13;10;10;10;11;10;10;10;10;6;10;0;;9;11
2964;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;10;11;11;10;10;10;10;10;10;10;10;10;10;0;;10;10
2965;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;9;13;14;10;10;10;10;10;10;13;10;10;10;0;;9;10
2966;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;11;8;8;7;8;14;10;10;13;10;10;10;0;;8;8
2967;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;9;10;15;11;6;15;6;10;10;6;10;10;10;0;;9;15
2968;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;10;11;11;9;8;12;7;10;10;13;10;10;10;0;;14;11
2969;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;11;15;11;11;11;15;10;10;9;10;10;10;0;;6;8
2970;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;14;11;9;15;7;9;9;10;10;15;10;10;10;0;;8;7
2971;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;10;7;11;11;17;10;7;10;10;9;10;10;10;0;;8;7
2972;10;10;10;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;6;6;6;11;10;10;13;10;10;10;0;;11;13
2973;20;20;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;14;9;15;12;8;12;12;10;10;10;10;10;10;0;;10;12
2974;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;12;15;11;10;12;10;9;10;10;7;10;10;10;0;;10;7
2975;10;10;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;16;8;10;13;10;12;11;10;10;7;10;10;10;0;;8;10
2976;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;7;9;11;11;11;11;8;10;10;10;10;10;10;0;;8;10
2977;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;14;9;10;10;10;9;10;10;5;10;10;10;0;;9;11
2978;20;15;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;8;5;12;12;10;10;13;10;10;13;10;10;10;0;;9;11
2979;20;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;12;12;10;12;10;11;10;10;14;10;10;10;0;;12;12
2980;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;13;14;10;10;10;10;10;10;10;10;10;10;0;;11;10
2981;10;10;20;20;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;9;14;13;9;10;10;10;10;9;10;10;10;0;;9;12
2982;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;10;12;13;9;10;10;10;10;8;10;10;10;0;;9;9
2983;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;7;12;10;10;10;10;10;10;7;10;10;10;0;;7;11
2984;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;6;7;8;10;10;10;8;10;10;9;10;10;10;0;;1;1
2985;10;10;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;8;10;10;10;11;10;10;8;10;10;10;0;;1;1
2986;20;20;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Loyal;4;6;9;9;8;9;8;11;10;10;12;10;10;10;0;;12;9
2987;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;13;8;8;9;11;10;10;14;10;10;10;0;;11;12
2988;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;6;9;10;12;13;10;6;10;10;15;10;10;10;0;;10;9
2989;20;1;1;1;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;11;11;10;9;15;13;14;10;10;7;10;10;10;0;;11;15
2990;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;9;11;12;10;12;6;6;10;10;9;10;10;10;0;;10;13
2991;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;10;13;12;8;8;11;9;10;10;14;10;10;10;0;;14;11
2992;20;20;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;13;14;12;10;10;10;14;10;10;5;10;10;10;0;;1;1
2993;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;10;11;7;13;14;14;13;10;10;6;10;10;10;0;;7;9
2994;20;15;5;5;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;5;10;10;5;10;10;10;0;;1;1
2995;20;20;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;11;10;13;10;10;10;10;10;10;5;10;10;10;0;;1;1
2996;20;20;10;20;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;9;10;10;10;10;10;10;0;;1;1
2997;20;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;10;10;10;10;10;8;10;10;13;10;10;10;0;;1;1
2998;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;8;6;8;7;8;10;10;11;10;10;10;0;;6;8
2999;20;15;5;5;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;5;10;10;5;10;10;10;0;;1;1
3000;20;20;10;20;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;11;10;10;12;10;10;10;0;;1;1
3001;20;15;5;5;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;10;10;10;5;10;10;5;10;10;10;0;;1;1
3002;20;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;6;6;10;8;9;11;7;10;10;9;10;10;10;0;;9;12
3003;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;12;8;12;9;14;15;14;10;10;6;10;10;10;0;;15;12
3004;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;15;6;13;15;12;6;10;10;10;7;10;10;10;0;;15;13
3005;10;10;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;11;11;13;11;11;10;8;10;10;15;10;10;10;0;;10;11
